Product Id,Product Type,Product Name,Product Gender Target,Product Category,Product Season,Product Condition,Sold,In Stock,Brand Id,Brand Name,Product Material,Product Colour,Price Usd,Warehouse name,Country
P04523,Clothing,Product 4523,Female,men clothing,Winter,Very Good,False,False,B4,Brand C,Cotton,Pink,1449.27,Tokyo,Japan
P04524,Accessories,Product 4524,Unisex,women shoes,Summer,Very Good,False,True,B4,Brand A,Denim,Blue,425.1,Berlin,Germany
P04525,Shoes,Product 4525,Unisex,women shoes,Spring,Very Good,False,True,B2,Brand B,Wool,Black,1220.42,New York,USA
P04526,Shoes,Product 4526,Male,women shoes,Spring,Good,True,False,B4,Brand E,Cotton,,303.57,New York,USA
P04527,Clothing,Product 4527,Male,women clothing,Autumn,Never Worn,True,True,B4,Brand B,Cotton,Pink,1305.05,New York,USA
P04528,Shoes,Product 4528,Unisex,men accessories,Summer,Very Good,False,True,B3,Brand A,Wool,Yellow,1411.26,New York,USA
P04529,Accessories,Product 4529,Male,women accessories,Winter,Good,False,True,B5,Brand A,Denim,Red,233.66,Tokyo,Japan
P04530,Shoes,Product 4530,Female,women clothing,Spring,Never Worn,False,False,B5,Brand D,Cotton,Black,670.32,Milan,Italy
P04531,Clothing,Product 4531,Male,men accessories,Winter,Good,False,True,B5,Brand C,Cotton,Blue,1157.35,Tokyo,Japan
P04532,Accessories,Product 4532,Unisex,women shoes,Winter,Very Good,False,False,B1,Brand C,Silk,Green,931.02,New York,
P04533,Shoes,Product 4533,Male,,Autumn,Good,False,True,B2,Brand C,Silk,Pink,1580.37,New York,USA
P04534,Clothing,Product 4534,Male,men clothing,Autumn,Good,False,False,B3,Brand D,Silk,Yellow,799.54,New York,USA
P04535,Shoes,Product 4535,Male,men shoes,Spring,Never Worn,False,True,B5,Brand E,Leather,Yellow,1477.45,Paris,France
P04536,Shoes,Product 4536,Unisex,women clothing,Spring,Never Worn with Tag,False,False,B2,Brand C,Cotton,Green,1584.84,Berlin,Germany
P04537,Accessories,Product 4537,Unisex,men clothing,Winter,Fair,True,False,B5,Brand A,Leather,Blue,1697.76,Berlin,Germany
P04538,Accessories,Product 4538,Female,men clothing,Spring,Very Good,False,True,B1,Brand B,Cotton,Red,1165.09,Berlin,Germany
P04539,Clothing,Product 4539,Female,men clothing,Summer,Very Good,False,True,B3,Brand B,Denim,Yellow,511.52,Milan,Italy
P04540,Clothing,Product 4540,Female,women clothing,Winter,Very Good,True,False,B5,Brand D,Polyester,White,1401.39,London,UK
P04541,Clothing,Product 4541,Female,men shoes,Summer,Good,True,True,B3,Brand A,Cotton,Blue,224.24,Paris,
P04542,Shoes,Product 4542,Male,men accessories,Summer,Fair,True,True,B1,Brand B,Cotton,Black,1502.17,Tokyo,Japan
P04543,Accessories,Product 4543,Unisex,men accessories,Summer,Very Good,False,True,B1,Brand B,Leather,Black,136.5,London,UK
P04544,Clothing,Product 4544,Female,women accessories,Autumn,Never Worn with Tag,False,False,B4,Brand E,Leather,Blue,1377.53,New York,
P04545,Accessories,Product 4545,Female,women accessories,Summer,Never Worn with Tag,False,True,B4,Brand A,Cotton,Green,1259.89,Milan,Italy
P04546,Clothing,Product 4546,Male,women shoes,Winter,Good,False,False,B5,Brand E,Wool,Pink,1025.79,Paris,France
P04547,Shoes,Product 4547,Female,men shoes,Autumn,Good,False,True,B5,Brand E,Leather,Black,754.82,Paris,France
P04548,Accessories,Product 4548,Female,women shoes,Summer,Fair,False,False,B3,Brand D,Leather,Black,1759.38,Paris,France
P04549,Clothing,Product 4549,Male,women shoes,Winter,Never Worn with Tag,True,True,B3,Brand E,Silk,White,1488.56,London,UK
P04550,Clothing,Product 4550,Female,men shoes,Summer,Fair,True,False,B4,Brand B,Denim,White,1357.4,London,UK
P04551,Clothing,Product 4551,Male,women shoes,Spring,Very Good,False,True,B5,Brand C,Leather,Black,1750.44,Berlin,Germany
P04552,Shoes,Product 4552,Male,women accessories,Autumn,Never Worn with Tag,True,False,B1,Brand E,Wool,Yellow,1459.22,London,UK
P04553,Shoes,Product 4553,Unisex,women accessories,Winter,Fair,True,True,B3,Brand C,Polyester,White,1824.07,Milan,Italy
P04554,Shoes,Product 4554,Female,women clothing,Autumn,Very Good,False,True,B5,Brand A,Leather,Green,1856.29,Berlin,Germany
P04555,Clothing,Product 4555,Unisex,women shoes,Summer,Never Worn,True,True,B3,Brand D,Leather,Blue,896.68,Milan,Italy
P04556,Shoes,Product 4556,Male,women shoes,Autumn,Never Worn,False,False,B1,Brand C,Silk,,1325.62,Tokyo,Japan
P04557,Clothing,Product 4557,Unisex,men accessories,Spring,Very Good,True,True,B4,Brand B,Silk,Red,854.47,Paris,France
P04558,Clothing,Product 4558,Female,men accessories,Summer,Very Good,False,True,B4,Brand B,Silk,Green,858.94,London,UK
P04559,Clothing,Product 4559,Female,men clothing,Winter,Good,True,False,B5,Brand D,Denim,Yellow,1973.66,Berlin,
P04560,Accessories,Product 4560,Unisex,women shoes,Spring,Very Good,True,False,B2,Brand E,Wool,Pink,1221.78,Milan,Italy
P04561,Shoes,Product 4561,Female,men accessories,Autumn,Never Worn,True,False,B1,Brand C,Wool,Red,214.9,London,UK
P04562,Accessories,Product 4562,Male,women clothing,Autumn,Fair,True,False,B5,Brand D,Denim,Red,242.23,Milan,Italy
P04563,Clothing,Product 4563,Female,women accessories,Winter,Very Good,True,True,B4,Brand A,Cotton,White,1530.27,London,UK
P04564,Shoes,Product 4564,Unisex,men clothing,Spring,Never Worn with Tag,False,True,B4,Brand B,Leather,Red,121.77,Milan,Italy
P04565,Shoes,Product 4565,Female,men shoes,Winter,Very Good,False,False,B2,Brand E,Silk,Black,607.62,Tokyo,Japan
P04566,Clothing,Product 4566,Male,men clothing,Winter,Fair,True,True,B2,Brand E,Leather,Red,892.99,New York,USA
P04567,Clothing,Product 4567,Male,women shoes,Autumn,Very Good,True,True,B1,Brand B,Cotton,Red,1012.59,New York,USA
P04568,Shoes,Product 4568,Unisex,women clothing,Spring,Never Worn,False,True,B4,Brand D,Denim,Blue,1642.46,Paris,France
P04569,Shoes,Product 4569,Unisex,women clothing,Spring,Good,False,True,B1,Brand B,Silk,Red,1556.25,Berlin,Germany
P04570,Clothing,Product 4570,Unisex,women shoes,Spring,Fair,True,False,B4,Brand E,Cotton,Pink,1965.07,New York,
P04571,Accessories,Product 4571,Unisex,men shoes,Winter,Good,False,True,B2,Brand A,Leather,Black,1618.57,Tokyo,Japan
P04572,Shoes,Product 4572,Unisex,men shoes,Summer,Never Worn,False,False,B4,Brand C,Silk,Red,334.76,Tokyo,Japan
P04573,Shoes,Product 4573,Male,men clothing,Autumn,Fair,True,False,B2,Brand D,Silk,Yellow,1887.06,Paris,France
P04574,Shoes,Product 4574,Female,women shoes,Summer,Very Good,False,True,B4,Brand D,Wool,Black,1396.06,Milan,Italy
P04575,Shoes,Product 4575,Male,women clothing,Autumn,Very Good,False,False,B4,Brand D,Cotton,Blue,1163.65,Milan,Italy
P04576,Shoes,Product 4576,Male,women clothing,Autumn,Never Worn,True,True,B2,Brand A,Leather,Yellow,1786.76,Berlin,
P04577,Shoes,Product 4577,Female,women accessories,Spring,Never Worn,True,False,B5,Brand E,Silk,Pink,1776.33,Paris,France
P04578,Shoes,Product 4578,Female,women accessories,Autumn,Very Good,False,False,B2,Brand A,Cotton,Red,1496.89,Tokyo,Japan
P04579,Shoes,Product 4579,Female,men shoes,Autumn,Fair,True,False,B2,Brand A,Polyester,Red,778.36,Berlin,Germany
P04580,Shoes,Product 4580,Male,,Autumn,Never Worn with Tag,True,False,B4,Brand B,Denim,White,126.41,Paris,France
P04581,Accessories,Product 4581,Female,,Spring,Good,False,False,B4,Brand A,Denim,Red,251.01,Tokyo,Japan
P04582,Clothing,Product 4582,Male,women shoes,Autumn,Good,False,False,B2,Brand D,Leather,Green,1693.55,Paris,France
P04583,Clothing,Product 4583,Female,men shoes,Summer,Never Worn,False,True,B1,Brand E,Wool,Black,1529.31,Tokyo,Japan
P04584,Clothing,Product 4584,Female,women shoes,Spring,Good,True,True,B4,Brand A,Denim,,1303.95,London,UK
P04585,Clothing,Product 4585,Unisex,men accessories,Autumn,Good,True,False,B3,Brand B,Wool,Red,1493.95,London,UK
P04586,Clothing,Product 4586,Unisex,men accessories,Summer,Never Worn,True,False,B5,Brand D,Wool,Blue,1004.68,Berlin,Germany
P04587,Accessories,Product 4587,Unisex,women shoes,Autumn,Never Worn with Tag,True,False,B1,Brand D,Polyester,White,1982.87,London,UK
P04588,Accessories,Product 4588,Male,women clothing,Winter,Good,False,True,B2,Brand A,Wool,,733.16,London,UK
P04589,Accessories,Product 4589,Male,men accessories,Spring,Good,True,False,B3,Brand E,Cotton,Black,492.11,Milan,Italy
P04590,Shoes,Product 4590,Unisex,women clothing,Summer,Good,False,True,B4,Brand A,Leather,Yellow,1621.97,Milan,Italy
P04591,Shoes,Product 4591,Unisex,,Autumn,Very Good,True,False,B5,Brand B,Polyester,Yellow,110.51,Milan,Italy
P04592,Clothing,Product 4592,Female,women shoes,Winter,Good,False,True,B2,Brand C,Wool,Red,1428.24,New York,USA
P04593,Shoes,Product 4593,Male,men accessories,Spring,Never Worn with Tag,False,True,B1,Brand E,Denim,Pink,1657.03,Berlin,Germany
P04594,Clothing,Product 4594,Male,women accessories,Autumn,Very Good,True,True,B1,Brand E,Cotton,Black,945.73,New York,USA
P04595,Clothing,Product 4595,Unisex,men accessories,Spring,Very Good,False,False,B4,Brand D,Silk,Pink,804.37,Berlin,Germany
P04596,Shoes,Product 4596,Male,,Autumn,Fair,True,True,B4,Brand E,Denim,Green,1856.65,Berlin,Germany
P04597,Shoes,Product 4597,Unisex,women accessories,Spring,Very Good,True,True,B1,Brand B,Wool,Black,1254.82,Milan,Italy
P04598,Clothing,Product 4598,Unisex,women clothing,Winter,Good,True,True,B5,Brand E,Leather,Green,1781.03,Paris,France
P04599,Shoes,Product 4599,Female,men shoes,Winter,Never Worn with Tag,True,True,B4,Brand B,Polyester,Blue,1948.3,Tokyo,Japan
P04600,Accessories,Product 4600,Unisex,men clothing,Autumn,Fair,True,True,B5,Brand A,Polyester,Pink,296.15,Tokyo,Japan
P04601,Shoes,Product 4601,Unisex,women accessories,Winter,Very Good,False,False,B3,Brand D,Polyester,Red,525.25,Berlin,Germany
P04602,Shoes,Product 4602,Female,women clothing,Summer,Never Worn,True,False,B4,Brand D,Denim,Black,426.69,Tokyo,Japan
P04603,Clothing,Product 4603,Unisex,,Autumn,Never Worn with Tag,True,True,B3,Brand B,Wool,Black,1771.85,Berlin,Germany
P04604,Shoes,Product 4604,Male,men accessories,Spring,Fair,True,True,B5,Brand A,Cotton,Red,436.49,Paris,France
P04605,Shoes,Product 4605,Female,men accessories,Spring,Very Good,False,False,B4,Brand D,Denim,,367.07,Tokyo,Japan
P04606,Shoes,Product 4606,Unisex,men clothing,Winter,Good,False,False,B1,Brand C,Silk,Green,1526.25,London,UK
P04607,Clothing,Product 4607,Unisex,men accessories,Summer,Good,True,True,B3,Brand D,Denim,Green,1797.83,Tokyo,Japan
P04608,Shoes,Product 4608,Male,men clothing,Spring,Never Worn with Tag,True,True,B4,Brand E,Wool,Black,208.94,Tokyo,Japan
P04609,Clothing,Product 4609,Male,women shoes,Spring,Good,False,False,B1,Brand C,Denim,Blue,1127.07,London,UK
P04610,Shoes,Product 4610,Male,men shoes,Spring,Good,True,True,B3,Brand C,Polyester,Black,1329.13,London,UK
P04611,Shoes,Product 4611,Unisex,women clothing,Autumn,Fair,False,False,B2,Brand B,Leather,Black,227.35,Milan,Italy
P04612,Clothing,Product 4612,Female,women shoes,Spring,Fair,False,False,B4,Brand A,Wool,Yellow,1335.65,Paris,France
P04613,Shoes,Product 4613,Female,men accessories,Winter,Never Worn with Tag,False,True,B4,Brand A,Cotton,Yellow,1342.19,Milan,
P04614,Accessories,Product 4614,Male,men shoes,Autumn,Good,True,False,B5,Brand C,Silk,Black,1761.37,Berlin,Germany
P04615,Shoes,Product 4615,Male,men shoes,Autumn,Never Worn,False,False,B2,Brand A,Wool,White,1674.1,New York,USA
P04616,Accessories,Product 4616,Unisex,women shoes,Spring,Very Good,True,False,B5,Brand B,Polyester,Red,932.7,Tokyo,Japan
P04617,Shoes,Product 4617,Unisex,women clothing,Autumn,Fair,True,True,B3,Brand D,Leather,Blue,87.34,New York,USA
P04618,Accessories,Product 4618,Male,men accessories,Autumn,Good,False,True,B2,Brand B,Leather,Yellow,1041.47,Paris,
P04619,Accessories,Product 4619,Unisex,,Autumn,Never Worn,True,True,B2,Brand A,Wool,Black,1094.15,Paris,France
P04620,Shoes,Product 4620,Female,,Autumn,Fair,False,False,B1,Brand A,Silk,Green,824.85,Berlin,Germany
P04621,Clothing,Product 4621,Male,men accessories,Winter,Never Worn with Tag,True,True,B1,Brand A,Leather,Green,189.36,London,UK
P04622,Shoes,Product 4622,Male,,Winter,Never Worn,True,False,B5,Brand B,Silk,Red,1858.51,Tokyo,Japan
P04623,Shoes,Product 4623,Female,women clothing,Winter,Never Worn,True,False,B1,Brand D,Leather,Green,593.85,Berlin,Germany
P04624,Shoes,Product 4624,Female,men shoes,Autumn,Good,True,False,B2,Brand C,Wool,Blue,1319.11,Paris,France
P04625,Shoes,Product 4625,Male,men accessories,Spring,Good,False,False,B5,Brand A,Cotton,White,57.69,Berlin,
P04626,Accessories,Product 4626,Male,women accessories,Winter,Good,False,False,B4,Brand E,Polyester,Pink,337.77,Berlin,Germany
P04627,Clothing,Product 4627,Female,,Spring,Fair,True,True,B3,Brand C,Silk,Black,331.14,New York,USA
P04628,Shoes,Product 4628,Male,men shoes,Winter,Good,False,True,B1,Brand A,Leather,Green,909.26,Tokyo,Japan
P04629,Clothing,Product 4629,Female,men clothing,Summer,Never Worn with Tag,True,True,B2,Brand C,Silk,Black,737.41,Paris,France
P04630,Shoes,Product 4630,Unisex,men accessories,Winter,Never Worn,True,False,B2,Brand E,Wool,Red,1726.76,Berlin,Germany
P04631,Clothing,Product 4631,Male,women accessories,Winter,Never Worn with Tag,False,True,B4,Brand E,Cotton,Black,1664.46,Tokyo,Japan
P04632,Accessories,Product 4632,Unisex,women clothing,Winter,Never Worn,False,False,B5,Brand E,Polyester,Yellow,825.99,Tokyo,Japan
P04633,Clothing,Product 4633,Unisex,women shoes,Autumn,Fair,False,False,B2,Brand E,Cotton,Yellow,1175.57,Berlin,Germany
P04634,Accessories,Product 4634,Unisex,men shoes,Autumn,Very Good,False,True,B5,Brand C,Cotton,Green,1025.72,New York,USA
P04635,Shoes,Product 4635,Male,men shoes,Autumn,Fair,True,True,B4,Brand B,Wool,Pink,1313.66,Paris,France
P04636,Clothing,Product 4636,Female,women clothing,Summer,Very Good,True,True,B2,Brand C,Wool,Blue,1780.26,London,UK
P04637,Shoes,Product 4637,Male,men accessories,Spring,Fair,False,True,B1,Brand B,Leather,Black,1798.79,Tokyo,Japan
P04638,Clothing,Product 4638,Male,men clothing,Summer,Fair,False,True,B2,Brand D,Denim,Blue,1497.26,Berlin,Germany
P04639,Accessories,Product 4639,Male,women clothing,Winter,Good,True,False,B4,Brand C,Denim,Blue,85.44,Berlin,Germany
P04640,Shoes,Product 4640,Male,men shoes,Spring,Never Worn with Tag,False,False,B3,Brand E,Cotton,Yellow,523.74,Tokyo,Japan
P04641,Clothing,Product 4641,Female,men shoes,Summer,Never Worn,True,True,B1,Brand C,Denim,Black,1772.18,Tokyo,Japan
P04642,Accessories,Product 4642,Male,women shoes,Winter,Good,True,True,B3,Brand D,Silk,Red,1078.25,Berlin,Germany
P04643,Clothing,Product 4643,Male,men accessories,Spring,Never Worn with Tag,False,False,B5,Brand A,Polyester,White,1899.57,Tokyo,Japan
P04644,Clothing,Product 4644,Male,women accessories,Autumn,Never Worn,True,True,B1,Brand C,Cotton,White,1215.06,London,UK
P04645,Shoes,Product 4645,Male,women accessories,Autumn,Fair,True,True,B4,Brand C,Polyester,Black,573.02,Milan,Italy
P04646,Clothing,Product 4646,Unisex,women shoes,Spring,Very Good,True,False,B4,Brand A,Leather,White,966.44,New York,USA
P04647,Accessories,Product 4647,Female,women clothing,Summer,Very Good,True,True,B3,Brand E,Polyester,Green,1958.82,Milan,Italy
P04648,Shoes,Product 4648,Unisex,women shoes,Spring,Fair,True,True,B4,Brand E,Leather,Yellow,1416.46,Berlin,Germany
P04649,Clothing,Product 4649,Unisex,women accessories,Summer,Very Good,True,True,B5,Brand B,Silk,Pink,133.04,Tokyo,Japan
P04650,Clothing,Product 4650,Female,men clothing,Autumn,Never Worn,False,True,B4,Brand C,Polyester,Blue,476.04,London,UK
P04651,Accessories,Product 4651,Male,women accessories,Spring,Never Worn with Tag,True,False,B4,Brand B,Cotton,White,1640.81,Berlin,Germany
P04652,Shoes,Product 4652,Unisex,women accessories,Summer,Fair,False,False,B3,Brand E,Denim,Pink,1695.96,London,UK
P04653,Shoes,Product 4653,Male,women accessories,Spring,Never Worn with Tag,True,True,B5,Brand D,Wool,Green,404.89,New York,USA
P04654,Shoes,Product 4654,Unisex,women shoes,Autumn,Very Good,True,True,B5,Brand B,Leather,Pink,1824.12,Tokyo,Japan
P04655,Accessories,Product 4655,Unisex,women clothing,Spring,Never Worn,False,False,B3,Brand D,Silk,Green,1206.43,Tokyo,Japan
P04656,Accessories,Product 4656,Unisex,women shoes,Winter,Never Worn with Tag,False,False,B4,Brand C,Silk,Red,1435.57,Berlin,Germany
P04657,Clothing,Product 4657,Female,,Spring,Very Good,True,False,B4,Brand A,Wool,Black,747.43,New York,USA
P04658,Clothing,Product 4658,Unisex,women shoes,Autumn,Fair,True,True,B4,Brand D,Denim,Black,610.34,Tokyo,Japan
P04659,Accessories,Product 4659,Male,women shoes,Summer,Good,True,True,B2,Brand D,Cotton,Pink,1237.69,Milan,Italy
P04660,Clothing,Product 4660,Unisex,women clothing,Autumn,Never Worn with Tag,True,True,B5,Brand B,Polyester,Yellow,548.69,Milan,Italy
P04661,Shoes,Product 4661,Unisex,women clothing,Summer,Never Worn,True,True,B1,Brand D,Leather,,969.65,Berlin,Germany
P04662,Accessories,Product 4662,Unisex,women clothing,Winter,Very Good,True,True,B1,Brand E,Denim,Blue,1264.98,Milan,Italy
P04663,Shoes,Product 4663,Unisex,women accessories,Winter,Very Good,False,True,B4,Brand A,Cotton,Black,1648.59,London,UK
P04664,Clothing,Product 4664,Unisex,women accessories,Autumn,Fair,False,False,B2,Brand C,Denim,Blue,1385.3,Paris,France
P04665,Clothing,Product 4665,Female,women clothing,Winter,Very Good,False,True,B1,Brand C,Cotton,,397.11,Tokyo,Japan
P04666,Accessories,Product 4666,Unisex,women accessories,Summer,Very Good,False,True,B5,Brand C,Leather,Blue,1380.22,New York,USA
P04667,Shoes,Product 4667,Female,men shoes,Summer,Good,True,False,B2,Brand C,Silk,Black,1470.09,Paris,France
P04668,Shoes,Product 4668,Unisex,,Autumn,Never Worn with Tag,False,False,B3,Brand B,Polyester,Black,1674.08,Tokyo,Japan
P04669,Shoes,Product 4669,Female,women shoes,Autumn,Fair,False,False,B2,Brand C,Wool,Green,546.73,Tokyo,Japan
P04670,Accessories,Product 4670,Female,men clothing,Spring,Very Good,True,True,B5,Brand A,Silk,Red,1739.45,Tokyo,Japan
P04671,Accessories,Product 4671,Female,men accessories,Spring,Never Worn with Tag,False,False,B5,Brand A,Wool,Green,1809.8,London,UK
P04672,Accessories,Product 4672,Unisex,women clothing,Autumn,Good,False,True,B4,Brand B,Cotton,Red,1625.76,Berlin,Germany
P04673,Shoes,Product 4673,Male,women shoes,Summer,Fair,False,False,B5,Brand C,Silk,Yellow,1150.96,Paris,
P04674,Shoes,Product 4674,Male,women accessories,Autumn,Fair,False,False,B1,Brand A,Denim,White,453.81,Paris,France
P04675,Clothing,Product 4675,Female,men clothing,Spring,Good,True,False,B5,Brand D,Cotton,Pink,1401.31,Berlin,Germany
P04676,Shoes,Product 4676,Male,,Spring,Very Good,False,True,B2,Brand C,Cotton,Blue,836.96,Berlin,Germany
P04677,Clothing,Product 4677,Male,men accessories,Autumn,Very Good,True,False,B2,Brand C,Cotton,Red,576.57,London,UK
P04678,Shoes,Product 4678,Unisex,men accessories,Autumn,Very Good,True,True,B1,Brand C,Cotton,Red,1417.7,Paris,
P04679,Accessories,Product 4679,Unisex,men clothing,Autumn,Never Worn with Tag,True,True,B5,Brand E,Cotton,Pink,682.31,Milan,Italy
P04680,Clothing,Product 4680,Unisex,men clothing,Spring,Fair,False,False,B3,Brand D,Cotton,Pink,1075.79,New York,USA
P04681,Clothing,Product 4681,Male,men clothing,Spring,Fair,False,True,B3,Brand A,Cotton,Green,295.16,Tokyo,Japan
P04682,Accessories,Product 4682,Female,women accessories,Winter,Good,False,True,B1,Brand E,Wool,Yellow,1964.68,Berlin,Germany
P04683,Accessories,Product 4683,Unisex,men shoes,Winter,Fair,False,False,B5,Brand D,Polyester,Pink,967.68,Paris,France
P04684,Shoes,Product 4684,Female,women clothing,Winter,Never Worn with Tag,True,True,B5,Brand B,Polyester,White,50.09,Berlin,Germany
P04685,Accessories,Product 4685,Male,men clothing,Winter,Never Worn,True,True,B2,Brand A,Cotton,White,750.72,London,UK
P04686,Shoes,Product 4686,Unisex,men clothing,Autumn,Very Good,False,False,B1,Brand E,Cotton,Red,1728.99,New York,USA
P04687,Accessories,Product 4687,Unisex,men shoes,Spring,Never Worn with Tag,False,True,B4,Brand D,Leather,Yellow,362.55,London,UK
P04688,Clothing,Product 4688,Unisex,women clothing,Autumn,Never Worn with Tag,False,True,B3,Brand B,Polyester,Yellow,1956.54,Tokyo,Japan
P04689,Shoes,Product 4689,Female,women clothing,Summer,Fair,False,False,B5,Brand C,Wool,Yellow,837.26,Berlin,Germany
P04690,Accessories,Product 4690,Male,men shoes,Autumn,Never Worn with Tag,False,True,B2,Brand A,Silk,Green,1734.06,Tokyo,Japan
P04691,Shoes,Product 4691,Male,women shoes,Winter,Never Worn,False,True,B4,Brand A,Cotton,Yellow,802.76,Berlin,Germany
P04692,Shoes,Product 4692,Unisex,women clothing,Winter,Never Worn,False,True,B1,Brand C,Wool,Green,116.04,Milan,Italy
P04693,Accessories,Product 4693,Male,men clothing,Winter,Never Worn with Tag,False,False,B1,Brand C,Polyester,Black,1279.3,Tokyo,Japan
P04694,Shoes,Product 4694,Unisex,men clothing,Autumn,Never Worn,True,True,B3,Brand B,Polyester,Green,1927.74,Paris,France
P04695,Shoes,Product 4695,Female,women accessories,Summer,Good,False,True,B4,Brand A,Polyester,Blue,930.45,New York,USA
P04696,Shoes,Product 4696,Female,women accessories,Spring,Never Worn,True,True,B2,Brand A,Silk,,165.88,New York,USA
P04697,Clothing,Product 4697,Male,women accessories,Spring,Never Worn with Tag,True,True,B5,Brand C,Leather,Green,1474.72,Berlin,Germany
P04698,Clothing,Product 4698,Unisex,women clothing,Spring,Very Good,False,True,B3,Brand A,Silk,Blue,1063.51,Paris,France
P04699,Accessories,Product 4699,Female,men shoes,Summer,Never Worn,False,False,B3,Brand E,Polyester,Blue,602.11,New York,USA
P04700,Accessories,Product 4700,Male,men accessories,Summer,Never Worn with Tag,True,False,B3,Brand C,Leather,White,135.35,Paris,France
P04701,Clothing,Product 4701,Male,women shoes,Spring,Very Good,True,True,B5,Brand B,Denim,Yellow,1243.2,Milan,Italy
P04702,Accessories,Product 4702,Male,women clothing,Spring,Never Worn,True,True,B5,Brand C,Cotton,Yellow,1934.87,Berlin,Germany
P04703,Shoes,Product 4703,Unisex,men accessories,Summer,Good,True,False,B5,Brand C,Silk,Black,921.7,Tokyo,Japan
P04704,Accessories,Product 4704,Male,,Winter,Never Worn with Tag,False,True,B1,Brand C,Wool,Yellow,909.69,Tokyo,Japan
P04705,Accessories,Product 4705,Female,women clothing,Autumn,Never Worn,False,True,B4,Brand A,Cotton,Yellow,565.58,Tokyo,Japan
P04706,Clothing,Product 4706,Male,women shoes,Spring,Never Worn,True,True,B2,Brand E,Leather,Pink,1263.49,Milan,
P04707,Accessories,Product 4707,Female,men shoes,Spring,Fair,False,True,B1,Brand E,Cotton,White,656.19,Tokyo,Japan
P04708,Shoes,Product 4708,Unisex,women accessories,Spring,Never Worn with Tag,False,False,B3,Brand D,Leather,Black,1103.98,Milan,Italy
P04709,Accessories,Product 4709,Unisex,men accessories,Winter,Fair,True,True,B2,Brand D,Leather,Blue,177.29,Milan,Italy
P04710,Shoes,Product 4710,Male,men shoes,Autumn,Never Worn with Tag,False,False,B3,Brand B,Cotton,Pink,746.48,London,UK
P04711,Clothing,Product 4711,Male,men shoes,Winter,Never Worn with Tag,True,False,B3,Brand B,Polyester,Black,573.36,Tokyo,Japan
P04712,Accessories,Product 4712,Unisex,women clothing,Autumn,Fair,True,True,B1,Brand C,Cotton,Black,931.34,Paris,France
P04713,Accessories,Product 4713,Female,men clothing,Summer,Very Good,True,False,B4,Brand E,Leather,Red,881.42,Tokyo,Japan
P04714,Clothing,Product 4714,Female,men shoes,Autumn,Never Worn,False,True,B4,Brand E,Cotton,Yellow,880.63,Paris,France
P04715,Accessories,Product 4715,Unisex,women clothing,Summer,Never Worn with Tag,True,False,B1,Brand B,Polyester,Pink,1638.97,Berlin,Germany
P04716,Accessories,Product 4716,Male,men accessories,Spring,Fair,True,True,B1,Brand E,Leather,Blue,1068.45,Berlin,Germany
P04717,Accessories,Product 4717,Male,men clothing,Winter,Never Worn with Tag,False,False,B4,Brand B,Denim,Black,393.93,London,UK
P04718,Shoes,Product 4718,Female,women accessories,Spring,Fair,True,False,B5,Brand D,Cotton,White,1360.87,Berlin,Germany
P04719,Clothing,Product 4719,Male,men accessories,Spring,Never Worn with Tag,True,False,B1,Brand B,Silk,Yellow,1828.1,Tokyo,Japan
P04720,Clothing,Product 4720,Unisex,women accessories,Summer,Never Worn with Tag,False,True,B2,Brand E,Silk,Green,953.47,Paris,France
P04721,Clothing,Product 4721,Female,men accessories,Spring,Never Worn with Tag,False,False,B5,Brand C,Cotton,Yellow,106.53,New York,USA
P04722,Shoes,Product 4722,Male,men shoes,Summer,Very Good,True,True,B5,Brand B,Cotton,White,1164.02,Milan,Italy
P04723,Clothing,Product 4723,Unisex,women accessories,Autumn,Very Good,False,True,B1,Brand A,Cotton,Pink,723.02,Berlin,Germany
P04724,Accessories,Product 4724,Unisex,women accessories,Autumn,Never Worn with Tag,True,True,B2,Brand E,Polyester,White,471.47,New York,USA
P04725,Clothing,Product 4725,Unisex,women shoes,Autumn,Never Worn,False,True,B1,Brand B,Wool,Red,1841.56,Milan,Italy
P04726,Shoes,Product 4726,Male,women shoes,Autumn,Good,False,True,B5,Brand C,Silk,Yellow,932.71,Berlin,Germany
P04727,Shoes,Product 4727,Male,women shoes,Summer,Never Worn with Tag,False,True,B2,Brand D,Wool,Black,883.59,Paris,France
P04728,Shoes,Product 4728,Female,men clothing,Spring,Fair,True,False,B4,Brand C,Cotton,Green,1523.73,Paris,France
P04729,Shoes,Product 4729,Unisex,men accessories,Winter,Very Good,False,False,B1,Brand D,Polyester,Yellow,500.05,Tokyo,Japan
P04730,Clothing,Product 4730,Unisex,men shoes,Summer,Very Good,True,True,B1,Brand A,Wool,Red,387.81,London,UK
P04731,Shoes,Product 4731,Male,men clothing,Autumn,Very Good,True,True,B2,Brand A,Polyester,Red,115.97,Tokyo,Japan
P04732,Clothing,Product 4732,Male,women clothing,Summer,Never Worn with Tag,False,False,B1,Brand E,Silk,Pink,628.55,London,UK
P04733,Clothing,Product 4733,Unisex,men clothing,Summer,Very Good,True,True,B1,Brand E,Silk,Black,1179.47,Tokyo,Japan
P04734,Shoes,Product 4734,Female,women clothing,Autumn,Fair,False,False,B5,Brand E,Silk,White,1234.05,New York,USA
P04735,Clothing,Product 4735,Male,women shoes,Spring,Good,False,False,B3,Brand B,Leather,Pink,513.48,New York,USA
